CHEM,SMILES
CORIAMYRTIN,"CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C
CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C
CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C
CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C
CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C
CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C"
CORIANDROL,CC(=CCCC(C)(C=C)O)C
CORIARIIN-A,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)OC4=C(C(=C(C=C4C(=O)OC5C(C(C6C(O5)COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O
CORIATIN,"CC12CC3C(C(C1(C4C(C25CO5)O4)O)C(=O)O3)C(C)(C)O
CC12CC3C(C(C1(C4C(C25CO5)O4)O)C(=O)O3)C(C)(C)O
CC12CC3C(C(C1(C4C(C25CO5)O4)O)C(=O)O3)C(C)(C)O
CC12CC3C(C(C1(C4C(C25CO5)O4)O)C(=O)O3)C(C)(C)O"
CORILAGIN,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O
CORNIGERINE,CC(=O)NC1CCC2=CC3=C(C(=C2C4=CC=C(C(=O)C=C14)OC)OC)OCO3
CORNUDENTANONE,CCCCCCCCCCCC(CC1=CC(=O)C=C(C1=O)OC)OC(=O)C
CORNUSIIN-A,C1C2C(C(C(C(O2)O)OC(=O)C3=CC(=C(C(=C3OC4=C(C(=C5C(=C4)C(=O)OCC6C(C(C(C(O6)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C95)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O
CORNUSIIN-C,C1C2C(C(C(C(O2)O)OC(=O)C3=CC(=C(C(=C3OC4=C(C(=C5C(=C4)C(=O)OCC6C(C(C(C(O6)O)OC(=O)C7=CC(=C(C(=C7)OC8=C(C(=C9C(=C8)C(=O)OCC2C(C(C(C(O2)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C29)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C25)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O
CORNUSIIN-D,C1C2C(C(C(C(O2)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OOC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)OO1)O)O)O)O)O)OC7=C(C(=C(C=C7C(=O)OC8C(C9C(COOC(=O)C1=CC(=C(C(=C1C1=C(C(=C(C=C1C(=O)OO9)O)O)O)O)O)O)OC8OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O)O
CORNUSIIN-E,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)OC8=C(C(=C(C=C8C(=O)OC9C(C1C(COC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O)OC9OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O)O
COROGLAUCIGENIN,CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5C3(CCC(C5)O)CO
CORONARIAN,C(C[N+](=O)[O-])C(=O)OCC1C(C(C(C(O1)O)OC(=O)CC[N+](=O)[O-])O)O
CORONARIDINE,"CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC"
CORONOPILIN,CC1CCC2C(C3(C1(CCC3=O)O)C)OC(=O)C2=C
COROSSOLIN,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCCCC2=CC(OC2=O)C)O)O)O
COROSSOLONE,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(=O)CCCCCCCC2=CC(OC2=O)C)O)O
CORPAINE,CN1CCC2=CC(=C(C=C2C13C(C4=C(C3=O)C=CC5=C4OCO5)O)O)OC
CORYBULBINE,CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)O)OC
CORYDALINE,CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)OC)OC
CORYDAMINE,CNCCC1=CC2=C(C=C1C3=NC=C4C(=C3)C=CC5=C4OCO5)OCO2
CORYDINE,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)OC)O)OC
CORYLIFOLIN,"CC(=CCC1=CC2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)C
CC(=CCC1=CC2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)C"
CORYLIFOLININ,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C
CORYNANTHEINE,"COC=C(C1CC2C3=C(CCN2CC1C=C)C4=CC=CC=C4N3)C(=O)OC
COC=C(C1CC2C3=C(CCN2CC1C=C)C4=CC=CC=C4N3)C(=O)OC
COC=C(C1CC2C3=C(CCN2CC1C=C)C4=CC=CC=C4N3)C(=O)OC
COC=C(C1CC2C3=C(CCN2CC1C=C)C4=CC=CC=C4N3)C(=O)OC
COC=C(C1CC2C3=C(CCN2CC1C=C)C4=CC=CC=C4N3)C(=O)OC"
CORYNANTHINE,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CORYTUBERINE,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC
COSMOSIIN,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O
COSTIC-ACID,CC12CCCC(=C)C1CC(CC2)C(=C)C(=O)O
COSTUNOLIDE,"CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C"
COTOIN,COC1=CC(=C(C(=C1)O)C(=O)C2=CC=CC=C2)O
COUMARIN,C1=CC=C2C(=C1)C=CC(=O)O2
COUMARIN-3-CARBOXYLIC-ACID,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)O
COUMESTROL,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
COUMINGINE,CC1C2C(CCC1=CC(=O)OCCN(C)C)C3(CCC(C(C3CC2=O)(C)C)OC(=O)CC(C)(C)O)C
CRATEGOLIC-ACID,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
CREOSOL,CC1=CC(=C(C=C1)O)OC
CREOSOTE,COC1=CC=CC=C1O
CRINAMINE,"COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O"
CRINASIADINE,C1OC2=C(O1)C=C3C(=C2)C4=CC=CC=C4NC3=O
CRINASIATINE,C1C(OC2=C(O1)C=C3C4=CC=CC=C4NC(=O)C3=C2)CC5=CC=C(C=C5)O
CRISPATINE,"CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C
CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C
CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C
CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C
CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C
CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C"
CROCETIN,CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
CROCIN,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O
CROTEPOXIDE,CC(=O)OC1C2C(O2)C3C(C1OC(=O)C)(O3)COC(=O)C4=CC=CC=C4
CRYPTOXANTHIN,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C
CRYPTOCARYALACTONE,"CC(=O)OC(CC1CC=CC(=O)O1)C=CC2=CC=CC=C2
CC(=O)OC(CC1CC=CC(=O)O1)C=CC2=CC=CC=C2"
CRYPTOCAVINE,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC
CRYPTOLEPINE,CN1C2=CC=CC=C2C=C3C1=C4C=CC=CC4=N3
CRYPTOPINE,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC
CRYPTOPLEURINE,COC1=CC2=C(C=C1)C3=C(CC4CCCCN4C3)C5=CC(=C(C=C52)OC)OC
CRYPTOTANSHINONE,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
CRYPTOWOLLINE,C[N+]12CCC3=CC(=C(C=C3C1CC4=CC5=C(C=C24)OCO5)O)OC.I
CUAUHTEMONE,CC(=C1CC2C(CCC(C2(C)O)O)(CC1=O)C)C
CUBEBIN,C1C(C(C(O1)O)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5
CUCURBIC-ACID,CCC=CCC1C(CCC1O)CC(=O)O
CUCURBITACIN-A,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)CO)C)C)O)O
CUCURBITACIN-B,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
CUCURBITACIN-C,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CCC(C4(C)C)O)CO)C)C)O)O
CUCURBITACIN-D,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C
CUCURBITACIN-E,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O
CUCURBITACIN-F,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)O)C
CUCURBITACIN-I,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C
CUCURBITACIN-J,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)CC(C(C)(C)O)O)O)O)C)C
CUCURBITACIN-K,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)CC(C(C)(C)O)O)O)O)C)C
CUCURBITACIN-L,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)CCC(C)(C)O)O)O)C)C
CUCURBITACIN-O,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)C=CC(C)(C)O)O)O)C)C)C)O)O)C
CUCURBITACIN-P,CC1(C(C(CC2C1=CCC3C2(C(=O)CC4(C3(CC(C4C(C)(C(=O)CCC(C)(C)O)O)O)C)C)C)O)O)C
CUCURBITACIN-Q,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(C4(C)C)O)O)C)C)C)O)O
CUCURBITIN,C1CNCC1(C(=O)O)N
CUCURBITINE,C1CNCC1(C(=O)O)N
CULARICINE,CN1CCC2=C3C1CC4=CC5=C(C=C4OC3=C(C=C2)O)OCO5
CULARIDINE,CN1CCC2=C3C1CC4=CC(=C(C=C4OC3=C(C=C2)O)OC)OC
CULARIMINE,COC1=C2C3=C(CCNC3CC4=CC(=C(C=C4O2)OC)OC)C=C1
CULARINE,CN1CCC2=C3C1CC4=CC(=C(C=C4OC3=C(C=C2)OC)OC)OC
CUMAMBRIN-B,CC1=CCC2C1C3C(C(CC2(C)O)O)C(=C)C(=O)O3
CUMENE,CC(C)C1=CC=CC=C1
CUMINALDEHYDE,CC(C)C1=CC=C(C=C1)C=O
CUPARENE,CC1=CC=C(C=C1)C2(CCCC2(C)C)C
CURARINE,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC)C
CURCULIGOSIDE,COC1=C(C(=CC=C1)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O
CURCUMENOL,"CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O
CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O
CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O
CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O
CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O"
CURCUMIN,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
CURCUMOL,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C
CURDIONE,"CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C
CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C"
CURINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)N(CCC6=CC(=C5O)OC)C)OC
CUSPARINE,COC1=CC(=NC2=CC=CC=C21)CCC3=CC4=C(C=C3)OCO4
CUSSONOSIDE-A,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)O)C)(C)C)O)O)O)CO)O)O)O
CYANIDIN,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O
CYANIDIN-3-O-GALACTOSIDE,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O.[Cl-]
CYANIDIN-3-O-GLUCOSIDE,"C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O.[Cl-]
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O"
CYANIDIN-3-O-RUTINOSIDE,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O)O
CYANIDIN-CHLORIDE,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.[Cl-]
CYANIN,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
CYASTERONE,CC1C(C(OC1=O)C)CC(C(C)(C2CCC3(C2(CCC4C3=CC(=O)C5C4(CC(C(C5)O)O)C)C)O)O)O
CYCASIN,"C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]
C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]
C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]
C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]"
CYCLAMIN,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(CO4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(CO7)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)CCC91C3(CC(C2(C9CC(CC2)(C)C=O)CO1)O)C)C)C
CYCLEADRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC
CYCLEANEONINE,CN1CCC2=CC(=C3C(=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(CO3)C=C7)N(CCC6=CC(=C5OC)OC)C)O)OC
CYCLEANINE,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(O3)C=C7)N(CCC6=CC(=C5OC)OC)C)OC)OC
CYCLEAPELTINE,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)O)OC
CYCLOALLIIN,CC1CS(=O)CC(N1)C(=O)O
CYCLOARTENOL,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C
CYCLOBRASSININ,CSC1=NCC2=C(S1)NC3=CC=CC=C23
CYCLOBRASSININ-SULFOXIDE,CS(=O)C1=NCC2=C(S1)NC3=CC=CC=C23
CYCLOBUXINE-D,"CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5=C)NC)C)C)O)NC
CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5=C)NC)C)C)O)NC"
CYCLOEUDESMOL,CC1CCCC2(C13CC3(CC2)C(C)(C)O)C
CYCLOFOETOSIDE-B,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CC4(C5CCC6C(C(CCC67C5(C7)CCC4(C3C(C)CCC(C(C)(C)O)O)C)OC8C(C(C(CO8)O)O)O)(C)CO)C)O)O)O)O)O)O
CYCLOHEXYL-ACETATE,CC(=O)OC1CCCCC1
CYCLOHEXYL-ANTHRANILATE,C1CCC(CC1)OC(=O)C2=CC=CC=C2N
CYCLOHEXYL-BUTYRATE,CCCC(=O)OC1CCCCC1
CYCLOHEXYL-CINNAMATE,C1CCC(CC1)OC(=O)C=CC2=CC=CC=C2
CYCLOHEXYL-FORMATE,C1CCC(CC1)OC=O
CYCLOHEXYL-ISOVALERATE,CC(C)CC(=O)OC1CCCCC1
CYCLOHEXYL-PROPIONATE,CCC(=O)OC1CCCCC1
CYCLOKIEVITONE,CC1(C=CC2=C(O1)C=C(C3=C2OCC(C3=O)C4=C(C=C(C=C4)O)O)O)C
CYCLOKIEVITONE-HYDRATE,CC1(C(CC2=C(O1)C=C(C3=C2OCC(C3=O)C4=C(C=C(C=C4)O)O)O)O)C
CYCLOPAMINE,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1
CYCLOPENTADECANOLIDE,C1CCCCCCCOC(=O)CCCCCC1
CYCLOSADOL,"CC(C)C(=CCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C)C
CC(C)C(=CCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C)C"
CYCLOSHIKONIN,CC1(CCC(O1)C2=CC(=O)C3=C(C=CC(=C3C2=O)O)O)C
CYCLOVIROBUXINE-C,CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)NC)C)C)O)N(C)C
CYCLOVIROBUXINE-D,CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)NC)C)C)O)NC
CYMARIN,CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O
CYMAROL,CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)CO)OC)O
CYMOBARBATOL,CC1(C(CCC2(C1CC3=CC(=C(C=C3O2)Br)O)C)Br)C
CYNANCHOSIDE,C1=COC(C2C1(C(C(C2(CO)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O
CYNARIN,"C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O"
CYNAROPICRIN,C=C1CC(C2C(C3C1CC(C3=C)O)OC(=O)C2=C)OC(=O)C(=C)CO
CYPERAQUINONE,CC1=COC2=C1C(=O)C3=C(C2=O)OC(=C3)C(=C)C
CYPRIPEDIN,COC1=CC(=O)C2=C(C1=O)C=CC3=C2C=CC(=C3OC)O
CYSTEINE,C(C(C(=O)O)N)S
CYSTINE,"C(C(C(=O)O)N)SSCC(C(=O)O)N
C(C(C(=O)O)N)SSCC(C(=O)O)N
C(C(C(=O)O)N)SSCC(C(=O)O)N
C(C(C(=O)O)N)SSCC(C(=O)O)N
C(C(C(=O)O)N)SSCC(C(=O)O)N"
CYTISINE,C1C2CNCC1C3=CC=CC(=O)N3C2
CYTOSINE,C1=C(NC(=O)N=C1)N
D-CARVONE,CC1=CCC(CC1=O)C(=C)C
D-CATECHIN,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
D-GLUCOSAMINE,C(C1C(C(C(C(O1)O)N)O)O)O
D-LIMONENE,CC1=CCC(CC1)C(=C)C
D-NORNICOTINE,C1CC(NC1)C2=CN=CC=C2
D-NORPSEUDOEPHEDRINE,CC(C(C1=CC=CC=C1)O)N
D-TETRANDRINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC
DAIDZEIN,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
DAIDZIN,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O
DAIGREMONTIANIN,"CC12C(CCC1(C3CCC45CC6CC(C4(C3C(C2=O)O)C=O)OC(O6)(O5)C)O)C7=COC(=O)C=C7
CC12C(CCC1(C3CCC45CC6CC(C4(C3C(C2=O)O)C=O)OC(O6)(O5)C)O)C7=COC(=O)C=C7
CC12C(CCC1(C3CCC45CC6CC(C4(C3C(C2=O)O)C=O)OC(O6)(O5)C)O)C7=COC(=O)C=C7
CC12C(CCC1(C3CCC45CC6CC(C4(C3C(C2=O)O)C=O)OC(O6)(O5)C)O)C7=COC(=O)C=C7"
DALBERGIODIN,C1C(C(=O)C2=C(C=C(C=C2O1)O)O)C3=C(C=C(C=C3)O)O
DALBERGIONE,C=CC(C1=CC=CC=C1)C2=CC(=O)C=CC2=O
DAMASCENINE,CNC1=C(C=CC=C1OC)C(=O)OC
DAMMARADIENOL,CC(=CCCC(=C)C1CCC2(C1CCC3C2(CCC4C3(CCC(C4(C)C)O)C)C)C)C
DAMMARENOLIC-ACID,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C
DAMSIN,CC1CCC2C(C3(C1CCC3=O)C)OC(=O)C2=C
DAMSINIC-ACID,CC1CCC(CC2(C1CCC2=O)C)C(=C)C(=O)O
DANSHENSU,C1=CC(=C(C=C1CC(C(=O)O)O)O)O
DANTHRON,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
